Batch,Loss,Logits,Predicted Class,Ground Truth
8,7.124599505914375e-06,[-1.8400671],[0],[0.]
8,6.928851714604889e-09,[-3.0904787],[0],[0.]
8,1.786508185830371e-08,[2.9254887],[1],[1.]
8,9.577848514297216e-10,[-3.431896],[0],[0.]
8,1.0934138117590919e-05,[-1.7579665],[0],[0.]
9,3.348547750192665e-08,[2.8153567],[1],[1.]
9,4.825049586543173e-07,[2.3396573],[1],[1.]
9,0.00011513198114698753,[-1.287836],[0],[0.]
9,6.658025597516826e-08,[-2.6941514],[0],[0.]
9,6.117520001680532e-07,[2.2965546],[1],[1.]
9,1.4791899616284354e-07,[-2.5522952],[0],[0.]
9,2.1062347514089197e-05,[1.630512],[1],[1.]
9,2.486712225024945e-12,[-4.442622],[0],[0.]
10,2.0079639284631412e-08,[-2.9050488],[0],[0.]
10,0.000794365769252181,[-0.86732477],[0],[0.]
10,0.0002555180690251291,[-1.119099],[0],[0.]
10,4.414902434746182e-07,[-2.355752],[0],[0.]
10,1.2968213923159055e-05,[1.7250162],[1],[1.]
10,7.31107219209548e-09,[3.0811555],[1],[1.]
10,8.806928797344682e-11,[-3.839306],[0],[0.]
10,2.4997316216968102e-08,[2.8666768],[1],[1.]
11,2.2003351831528795e-12,[-4.4632316],[0],[0.]
11,5.729879681837247e-09,[-3.1234398],[0],[0.]
11,6.59399083815515e-05,[1.4025356],[1],[1.]
11,1.2606107824275625e-10,[-3.7783191],[0],[0.]
11,6.6081001932616346e-06,[1.854404],[1],[1.]
11,1.4654561937277322e-06,[2.1365032],[1],[1.]
11,1.196560739380459e-09,[3.3936813],[1],[1.]
11,0.0007934009772725403,[0.86760324],[1],[1.]
12,5.118743762189126e-10,[-3.5392492],[0],[0.]
12,1.7974132404674492e-08,[2.9244254],[1],[1.]
12,5.243740375249217e-08,[2.736354],[1],[1.]
12,7.780129817547277e-05,[1.3687476],[1],[1.]
12,9.27778920356559e-09,[-3.0397487],[0],[0.]
12,1.5320407555918791e-06,[-2.128299],[0],[0.]
12,3.862826815748122e-06,[1.955975],[1],[1.]
12,3.7998998436705733e-07,[-2.3828845],[0],[0.]
13,6.539359560520097e-07,[2.2844164],[1],[1.]
13,9.387637334157262e-10,[-3.4353383],[0],[0.]
13,3.0231159797722285e-08,[-2.8333197],[0],[0.]
13,3.226999183425505e-07,[2.4123776],[1],[1.]
13,3.499194917822024e-06,[1.9745493],[1],[1.]
13,1.0628677955537569e-06,[-2.1956177],[0],[0.]
13,3.2445242936773866e-07,[2.4114017],[1],[1.]
13,3.5035398582294874e-08,[-2.807401],[0],[0.]
14,1.8890016235673102e-06,[2.0895388],[1],[1.]
14,9.338195923191961e-06,[-1.7883097],[0],[0.]
14,1.537930264909615e-12,[-4.52354],[0],[0.]
14,2.444225231101882e-07,[2.4623697],[1],[1.]
14,5.997903258503356e-07,[2.300146],[1],[1.]
14,7.864076906116679e-05,[-1.3665482],[0],[0.]
14,6.182831668866129e-08,[2.7072487],[1],[1.]
14,1.9472281426180515e-11,[-4.095197],[0],[0.]
15,0.0006402700673788786,[-0.91641885],[0],[0.]
15,3.109857061645016e-05,[-1.5536114],[0],[0.]
15,0.0007737047853879631,[-0.873358],[0],[0.]
15,7.126182936190162e-06,[-1.8400246],[0],[0.]
15,0.00018441316206008196,[-1.1888453],[0],[0.]
15,2.003427107410971e-05,[-1.6403233],[0],[0.]
15,2.637872285049525e-07,[-2.448669],[0],[0.]
15,6.395466019961941e-17,[6.21291],[1],[1.]
16,7.560570338682737e-06,[-1.8287344],[0],[0.]
16,1.1217970552479528e-08,[-3.0066936],[0],[0.]
16,9.621413710192428e-08,[2.62888],[1],[1.]
16,3.407306508051988e-07,[2.4025724],[1],[1.]
16,5.368693791751866e-07,[-2.3202865],[0],[0.]
0,1.8963748516398482e-05,[-1.6510731],[0],[0.]
0,1.2803745903511299e-06,[-2.1613922],[0],[0.]
0,6.459468977482175e-07,[-2.2866547],[0],[0.]
0,1.0271471451162029e-09,[3.4198968],[1],[1.]
0,4.325484042055905e-06,[-1.9346737],[0],[0.]
0,1.8702187368213607e-11,[-4.1020236],[0],[0.]
0,7.236150567635491e-11,[3.872682],[1],[1.]
0,5.0592880143085495e-05,[1.456232],[1],[1.]
1,0.0014994574012234807,[-0.71876764],[0],[0.]
1,1.1452082771673533e-12,[4.5731587],[1],[1.]
1,3.695423401950393e-06,[-1.964303],[0],[0.]
1,1.451408166985857e-07,[2.55568],[1],[1.]
1,9.341245832406031e-11,[-3.829293],[0],[0.]
1,8.647715876719531e-10,[-3.449422],[0],[0.]
1,7.91613547335146e-06,[-1.8199546],[0],[0.]
1,2.3058591125391104e-07,[2.4728332],[1],[1.]
2,2.091764508804772e-05,[1.6318642],[1],[1.]
2,1.2807015536964172e-06,[2.1613448],[1],[1.]
2,0.0001363103074254468,[-1.2525824],[0],[0.]
2,5.8959731319419006e-08,[-2.7156472],[0],[0.]
2,3.5622088034870103e-07,[-2.3945498],[0],[0.]
2,6.999732704571215e-08,[2.6852927],[1],[1.]
2,1.2406037568774009e-12,[-4.559692],[0],[0.]
2,6.270938257557646e-08,[2.7047465],[1],[1.]
3,1.7413849491276778e-05,[1.667731],[1],[1.]
3,0.0007547112763859332,[0.8790396],[1],[1.]
3,6.53055394650437e-05,[1.4045036],[1],[1.]
3,0.004881404340267181,[0.42368296],[1],[1.]
3,4.531202193902573e-06,[1.9259095],[1],[1.]
3,0.01996125467121601,[0.02522686],[1],[1.]
3,0.005938551854342222,[0.37172058],[1],[1.]
3,6.534077088797758e-18,[-6.5936546],[0],[0.]
4,1.9858469035849424e-10,[-3.70093],[0],[0.]
4,0.0009045502520166337,[-0.8374435],[0],[0.]
4,0.0008278922759927809,[-0.857841],[0],[0.]
4,5.046554818477489e-08,[2.743118],[1],[1.]
4,2.2758327759220265e-05,[-1.6153003],[0],[0.]
4,4.177881055511534e-05,[-1.4947228],[0],[0.]
4,6.513622540643693e-12,[4.280254],[1],[1.]
4,1.9464521301415516e-06,[-2.0839818],[0],[0.]
5,5.1756269385805354e-05,[1.4516436],[1],[1.]
5,2.4624847938525818e-08,[2.8693094],[1],[1.]
5,0.0016202558763325214,[0.70021236],[1],[1.]
5,2.3626768108158255e-18,[-6.7633786],[0],[0.]
5,4.546965556073701e-06,[-1.9252542],[0],[0.]
5,3.970183570345398e-06,[1.9508173],[1],[1.]
5,2.4281200694531435e-07,[-2.4635572],[0],[0.]
5,2.360194230277557e-06,[2.04816],[1],[1.]
6,1.4375200407812372e-05,[-1.7050502],[0],[0.]
6,2.498574458442704e-09,[-3.2669528],[0],[0.]
6,2.674297547855531e-07,[2.4462025],[1],[1.]
6,2.6201183572993614e-05,[1.5875397],[1],[1.]
6,4.634764749766873e-08,[-2.7581322],[0],[0.]
6,1.9404917672716238e-09,[-3.3105183],[0],[0.]
6,1.5744162917830096e-10,[3.7404816],[1],[1.]
6,0.004887658171355724,[0.42334667],[1],[1.]
7,8.33683861856116e-06,[1.8100501],[1],[1.]
7,2.9166239201572353e-08,[2.8396165],[1],[1.]
7,8.979650374385528e-06,[1.7958202],[1],[1.]
7,2.5263863790314645e-05,[1.5947297],[1],[1.]
7,1.4422342246689368e-05,[1.704415],[1],[1.]
7,1.0425555817955567e-12,[-4.5889583],[0],[0.]
7,2.8831641935012087e-11,[-4.0287547],[0],[0.]
7,5.9884978327318095e-06,[-1.8731216],[0],[0.]
8,1.5131478292573775e-09,[3.3533306],[1],[1.]
8,1.5673627785872668e-05,[-1.6882454],[0],[0.]
8,1.3620933807939606e-12,[4.543972],[1],[1.]
8,1.4896063937896997e-08,[-2.9572415],[0],[0.]
8,0.0014025064883753657,[-0.7346948],[0],[0.]
8,2.432964492982137e-06,[-2.0425045],[0],[0.]
8,0.0010594663908705115,[-0.8007478],[0],[0.]
8,3.539383612860547e-07,[-2.3957102],[0],[0.]
9,9.271831302726241e-09,[-3.0398607],[0],[0.]
9,4.786951990354282e-08,[-2.7524354],[0],[0.]
9,1.376386737916846e-08,[2.9710379],[1],[1.]
9,0.00018712824385147542,[1.1857418],[1],[1.]
9,5.5512225927145664e-09,[3.1289313],[1],[1.]
9,8.266604709206149e-06,[-1.8116689],[0],[0.]
9,2.0018311661096355e-11,[-4.090517],[0],[0.]
9,6.7315363594389055e-06,[1.8508805],[1],[1.]
10,2.951527221739525e-06,[2.0064385],[1],[1.]
10,2.647417751688863e-08,[2.8566115],[1],[1.]
10,1.0715498888203001e-07,[-2.609737],[0],[0.]
10,1.2130871862581216e-09,[-3.3913252],[0],[0.]
10,0.0005293326685205102,[-0.9592261],[0],[0.]
10,1.2246943903448937e-08,[2.9914014],[1],[1.]
10,1.342819627193903e-13,[-4.9332275],[0],[0.]
10,8.946159937295306e-07,[2.227203],[1],[1.]
11,0.00022689612524118274,[-1.1446295],[0],[0.]
11,0.0006911653326824307,[-0.8990777],[0],[0.]
11,1.8104566457122218e-10,[3.7166877],[1],[1.]
11,2.081888851535041e-05,[-1.6327925],[0],[0.]
11,7.221029227366671e-05,[-1.384006],[0],[0.]
11,2.920984059073817e-07,[2.4303274],[1],[1.]
11,7.024905546160198e-09,[-3.0880885],[0],[0.]
11,8.686874934937805e-05,[-1.3461133],[0],[0.]
12,5.200056875764858e-06,[1.8998872],[1],[1.]
12,2.6447423806530423e-06,[2.0269413],[1],[1.]
12,6.224211684252579e-13,[-4.675692],[0],[0.]
12,0.00021155756257940084,[1.1596051],[1],[1.]
12,0.00010427352390252054,[1.3084054],[1],[1.]
12,2.1940843986982891e-16,[-6.0070157],[0],[0.]
12,4.2673214920796454e-05,[1.4904753],[1],[1.]
12,0.0002176526904804632,[1.1535339],[1],[1.]
13,3.536107033141889e-05,[1.5280583],[1],[1.]
13,0.000884935783687979,[-0.8425035],[0],[0.]
13,6.824661280546707e-09,[-3.093109],[0],[0.]
13,2.179147601330725e-17,[-6.392624],[0],[0.]
13,0.0008204184705391526,[0.85992336],[1],[1.]
13,8.168961471710645e-07,[2.2438247],[1],[1.]
13,2.535969360906165e-05,[1.5939832],[1],[1.]
13,3.004700204201072e-07,[2.4252386],[1],[1.]
14,1.1235039210077957e-06,[-2.1854298],[0],[0.]
14,0.000266674323938787,[-1.1098797],[0],[0.]
14,0.0025277305394411087,[-0.5916407],[0],[0.]
14,0.0016303353477269411,[-0.69872254],[0],[0.]
14,1.0215595332339574e-15,[5.749988],[1],[1.]
14,0.0023924564011394978,[-0.6052672],[0],[0.]
14,7.282047818080173e-07,[-2.2648094],[0],[0.]
14,7.525113119299931e-07,[-2.2588177],[0],[0.]
15,2.443566472720704e-06,[-2.0416942],[0],[0.]
15,0.001808819593861699,[-0.6736698],[0],[0.]
15,3.5995068037308897e-10,[3.5994465],[1],[1.]
15,1.1892517903788757e-07,[-2.591191],[0],[0.]
15,3.724353518919088e-07,[-2.3865123],[0],[0.]
15,2.4093219508358743e-07,[-2.464953],[0],[0.]
15,9.30581518332474e-05,[-1.3319334],[0],[0.]
15,6.826094526321373e-15,[5.4323344],[1],[1.]
16,3.3063083382245395e-09,[3.2185996],[1],[1.]
16,3.155345495997608e-08,[2.8258004],[1],[1.]
16,2.264785734951147e-06,[-2.055841],[0],[0.]
16,6.883831282777919e-10,[-3.4885242],[0],[0.]
16,1.1990368875558488e-06,[-2.1734703],[0],[0.]
0,3.9001395180093823e-07,[-2.3781786],[0],[0.]
0,1.807179472734788e-08,[2.9234774],[1],[1.]
0,7.032983972976581e-09,[-3.087888],[0],[0.]
0,3.049229633234063e-07,[-2.4225888],[0],[0.]
0,0.0003214091993868351,[-1.0693804],[0],[0.]
0,6.823154308222001e-06,[-1.8483058],[0],[0.]
0,7.477791719168181e-09,[3.0772402],[1],[1.]
0,1.3848489288648125e-07,[2.5640543],[1],[1.]
1,0.00011019467638107017,[-1.296947],[0],[0.]
1,3.020025118871672e-08,[-2.833499],[0],[0.]
1,3.098911349752598e-07,[-2.4196775],[0],[0.]
1,0.0001031609863275662,[-1.3106275],[0],[0.]
1,1.3544395639775164e-11,[4.1565933],[1],[1.]
1,0.006736822426319122,[-0.33776665],[0],[0.]
1,7.380144324997673e-06,[-1.8333448],[0],[0.]
1,2.4058556036266054e-08,[2.873387],[1],[1.]
2,2.112855858115623e-17,[-6.397791],[0],[0.]
2,5.041702024755068e-06,[1.9057392],[1],[1.]
2,8.566536052967422e-06,[1.8048465],[1],[1.]
2,0.0005688174278475344,[0.943095],[1],[1.]
2,1.2488212632888462e-05,[1.7323123],[1],[1.]
2,0.00019309124036226422,[1.179074],[1],[1.]
2,2.902330379583873e-06,[2.0095816],[1],[1.]
2,2.763713147224678e-10,[-3.6445603],[0],[0.]
3,4.6382940155353936e-08,[2.7579975],[1],[1.]
3,5.69632447877666e-07,[-2.309526],[0],[0.]
3,6.093381875460491e-12,[-4.2915087],[0],[0.]
3,9.277051349343424e-10,[3.4373724],[1],[1.]
3,8.76914773434434e-12,[4.2300496],[1],[1.]
3,1.2777761639881646e-06,[-2.1617656],[0],[0.]
3,2.086265703837853e-05,[-1.6323808],[0],[0.]
3,5.190092906559585e-06,[-1.9002501],[0],[0.]
4,1.928949586726958e-06,[-2.0856574],[0],[0.]
4,2.11577644222416e-05,[-1.629625],[0],[0.]
4,1.5163962530095887e-08,[2.9541295],[1],[1.]
4,7.459756701244658e-10,[-3.4747577],[0],[0.]
4,1.29991434283383e-10,[-3.773096],[0],[0.]
4,1.945502869915572e-09,[3.3100736],[1],[1.]
4,0.0003438317507971078,[-1.0546579],[0],[0.]
4,4.8005762920411144e-08,[2.7519333],[1],[1.]
5,0.00160300696734339,[-0.7027816],[0],[0.]
5,4.0577330651103694e-07,[-2.3710175],[0],[0.]
5,2.170242510146636e-07,[2.483708],[1],[1.]
5,0.00011746123345801607,[-1.2836673],[0],[0.]
5,1.1268135494901799e-05,[-1.7521659],[0],[0.]
5,2.4886838900783914e-07,[-2.4591317],[0],[0.]
5,3.047906545206036e-12,[4.4083314],[1],[1.]
5,1.1142531093355501e-06,[-2.1869488],[0],[0.]
6,1.2652908480959013e-06,[2.1635733],[1],[1.]
6,1.810825267511973e-07,[2.516142],[1],[1.]
6,6.011645877756762e-16,[-5.838616],[0],[0.]
6,2.1539560413064152e-10,[-3.6870785],[0],[0.]
6,0.002172715961933136,[-0.6289969],[0],[0.]
6,2.3870644350054704e-10,[3.669554],[1],[1.]
6,1.0066296454169787e-06,[-2.2055917],[0],[0.]
6,8.174342838174198e-07,[2.243704],[1],[1.]
7,3.532268166850372e-08,[2.8059647],[1],[1.]
7,5.992391379550099e-06,[1.8729988],[1],[1.]
7,3.1469736538891624e-11,[4.0139217],[1],[1.]
7,1.8539641644110816e-07,[-2.5119283],[0],[0.]
7,0.0006142231286503375,[-0.92580247],[0],[0.]
7,3.609532939208293e-08,[-2.8021598],[0],[0.]
7,1.7104338212448056e-07,[-2.526345],[0],[0.]
7,3.05503192521428e-07,[-2.4222467],[0],[0.]
8,1.1551386513986017e-09,[3.3997314],[1],[1.]
8,2.094571527777589e-06,[-2.0703661],[0],[0.]
8,7.776943675708026e-06,[-1.8233448],[0],[0.]
8,0.00018580580945126712,[-1.187248],[0],[0.]
8,2.4997393044401406e-10,[3.6616883],[1],[1.]
8,3.6212366438803656e-09,[3.2028763],[1],[1.]
8,2.3562942885746452e-07,[-2.4689486],[0],[0.]
8,1.0330331425348338e-12,[-4.590498],[0],[0.]
9,3.5271150409244e-05,[1.5285661],[1],[1.]
9,3.181729368861852e-08,[2.8243365],[1],[1.]
9,2.517366795018461e-07,[2.4570737],[1],[1.]
9,2.2474143435147198e-08,[-2.885324],[0],[0.]
9,3.1063991627888754e-05,[1.5538322],[1],[1.]
9,9.502368510105885e-12,[-4.2164917],[0],[0.]
9,1.20862523544929e-06,[2.1720052],[1],[1.]
9,3.97233542717354e-13,[-4.75115],[0],[0.]
10,3.4118572784791468e-06,[-1.979292],[0],[0.]
10,0.0006365377921611071,[-0.91774106],[0],[0.]
10,0.02091386169195175,[-0.01086854],[0],[0.]
10,1.3489912817021832e-05,[-1.7173774],[0],[0.]
10,0.0004754162800963968,[-0.9831939],[0],[0.]
10,0.00019012582197319716,[-1.1823648],[0],[0.]
10,2.2183194232638925e-06,[-2.059697],[0],[0.]
10,2.9109594509163506e-12,[4.4160748],[1],[1.]
11,3.289442329634795e-11,[-4.0064187],[0],[0.]
11,0.0017629757057875395,[0.679878],[1],[1.]
11,2.6601533136272337e-06,[2.0258572],[1],[1.]
11,7.424764021379815e-07,[2.2612681],[1],[1.]
11,2.490742508076682e-11,[-4.053527],[0],[0.]
11,3.178708357154392e-05,[1.5492625],[1],[1.]
11,7.964104042912368e-06,[1.8187995],[1],[1.]
11,1.0799443117548435e-07,[-2.6083484],[0],[0.]
12,5.439977357468706e-08,[2.729867],[1],[1.]
12,3.318290087150899e-09,[-3.217975],[0],[0.]
12,1.306619594743097e-07,[2.5744233],[1],[1.]
12,1.553164818979269e-09,[-3.3488421],[0],[0.]
12,3.095519574003447e-08,[-2.8291628],[0],[0.]
12,2.270788534985968e-08,[2.8835113],[1],[1.]
12,2.2302300806131825e-07,[-2.478817],[0],[0.]
12,3.7234005958453054e-06,[1.9628856],[1],[1.]
13,5.934964519838104e-07,[-2.3020647],[0],[0.]
13,2.2138320332487638e-07,[2.4801416],[1],[1.]
13,6.4927299647798975e-12,[-4.2807937],[0],[0.]
13,0.00011542738502612337,[1.2873029],[1],[1.]
13,1.3014285116241808e-07,[2.5751326],[1],[1.]
13,6.136200227047084e-06,[1.8684936],[1],[1.]
13,0.00017693391419015825,[1.1976262],[1],[1.]
13,1.2601049760932459e-12,[-4.5570636],[0],[0.]
14,2.4351773390662856e-05,[1.6019794],[1],[1.]
14,1.4537178127937977e-09,[-3.360222],[0],[0.]
14,1.8303726589952163e-10,[-3.714824],[0],[0.]
14,1.781387481969432e-07,[2.519074],[1],[1.]
14,7.2707473722233296e-12,[-4.2616916],[0],[0.]
14,1.4587799412879576e-08,[2.960892],[1],[1.]
14,4.103472747374326e-05,[1.4983237],[1],[1.]
14,9.994580068450887e-06,[1.7752601],[1],[1.]
15,3.34800063228613e-07,[-2.4057405],[0],[0.]
15,1.885543055024641e-09,[-3.315466],[0],[0.]
15,3.8117411804705625e-06,[-1.9584782],[0],[0.]
15,0.0001086368938558735,[-1.2999034],[0],[0.]
15,1.786911285606152e-09,[3.3247159],[1],[1.]
15,2.6007407338823896e-10,[3.6549284],[1],[1.]
15,6.64048570797604e-07,[2.2816215],[1],[1.]
15,9.820904089963278e-09,[-3.0298512],[0],[0.]
16,7.370473072401055e-16,[-5.80456],[0],[0.]
16,1.0259899681841489e-05,[1.7702214],[1],[1.]
16,9.215209138346836e-05,[1.3339515],[1],[1.]
16,0.002618514932692051,[0.58286726],[1],[1.]
16,3.626066700235242e-06,[1.9678626],[1],[1.]
0,0.02125358395278454,[0.00588462],[1],[1.]
0,0.014996831305325031,[0.11142193],[1],[1.]
0,0.0350433848798275,[0.1545696],[1],[0.]
0,0.03762273117899895,[0.17834803],[1],[0.]
0,0.03377208858728409,[0.14230195],[1],[0.]
0,0.03477058932185173,[0.15196925],[1],[0.]
0,0.016129227355122566,[0.08977563],[1],[1.]
0,0.0302062276750803,[0.10567462],[1],[0.]
1,0.01926872320473194,[-0.03604317],[0],[0.]
1,0.02814214676618576,[0.08275746],[1],[0.]
1,0.01681472361087799,[0.07730992],[1],[1.]
1,0.011549064889550209,[0.18755394],[1],[1.]
1,0.01481789629906416,[0.1149725],[1],[1.]
1,0.01962178759276867,[-0.0304875],[0],[0.]
1,0.017047841101884842,[0.07317185],[1],[1.]
1,0.022753002122044563,[0.01532158],[1],[0.]
0,0.01797330565750599,[-0.057216],[0],[0.]
0,0.010105736553668976,[0.22557867],[1],[1.]
0,0.009026046842336655,[0.2573237],[1],[1.]
0,0.01891414076089859,[-0.04171253],[0],[0.]
0,0.026171568781137466,[0.05949787],[1],[0.]
0,0.024774378165602684,[0.04207923],[1],[0.]
0,0.035209253430366516,[0.15614238],[1],[0.]
0,0.026975715532898903,[0.06916461],[1],[0.]
1,0.02133469097316265,[0.00470507],[1],[1.]
1,0.015531376004219055,[0.10103164],[1],[1.]
1,0.02062925696372986,[-0.01509789],[0],[0.]
1,0.033753808587789536,[-0.14212275],[0],[1.]
1,0.019494909793138504,[-0.0324739],[0],[0.]
1,0.018698180094361305,[0.04521099],[1],[1.]
1,0.017455609515309334,[0.06605082],[1],[1.]
1,0.028342854231595993,[-0.08504771],[0],[1.]
0,0.024266624823212624,[0.03553967],[1],[0.]
0,0.01914091594517231,[-0.03807612],[0],[0.]
0,0.02091902680695057,[0.01079219],[1],[1.]
0,0.015006528235971928,[0.11123042],[1],[1.]
0,0.018451837822794914,[-0.04924461],[0],[0.]
0,0.01734621450304985,[0.06794667],[1],[1.]
0,0.020760847255587578,[-0.01313616],[0],[0.]
0,0.015725571662187576,[0.09733433],[1],[1.]
1,0.01801935024559498,[-0.05644099],[0],[0.]
1,0.022765571251511574,[0.01549412],[1],[0.]
1,0.017093829810619354,[-0.0723612],[0],[0.]
1,0.015067200176417828,[-0.11003552],[0],[0.]
1,0.007593709044158459,[0.30513507],[1],[1.]
1,0.013163546100258827,[-0.14971618],[0],[0.]
1,0.016090741381049156,[-0.09048887],[0],[0.]
1,0.014386562630534172,[0.12368887],[1],[1.]
2,0.015106849372386932,[-0.10925716],[0],[0.]
2,0.011388354003429413,[0.19157226],[1],[1.]
2,0.02069062925875187,[0.01418155],[1],[1.]
2,0.013112877495586872,[-0.15083954],[0],[0.]
2,0.009740954264998436,[0.2359511],[1],[1.]
2,0.014129245653748512,[-0.12899871],[0],[0.]
2,0.01377924345433712,[-0.13635902],[0],[0.]
2,0.015761399641633034,[0.09665667],[1],[1.]
3,0.013035980053246021,[-0.15255193],[0],[0.]
3,0.011017858982086182,[-0.20103092],[0],[0.]
3,0.026781553402543068,[-0.06685337],[0],[1.]
3,0.01637241244316101,[-0.08530138],[0],[0.]
3,0.012155636213719845,[0.1728201],[1],[1.]
3,0.020567243918776512,[-0.01602622],[0],[0.]
3,0.01425892673432827,[0.12631205],[1],[1.]
3,0.017849763855338097,[0.05930398],[1],[1.]
4,0.009263218380510807,[-0.25007123],[0],[0.]
4,0.01335570402443409,[-0.14548941],[0],[0.]
4,0.01588287204504013,[0.09436876],[1],[1.]
4,0.01968793384730816,[-0.02945616],[0],[0.]
4,0.013939354568719864,[-0.13297169],[0],[0.]
4,0.005146965850144625,[0.40973538],[1],[1.]
4,0.018404297530651093,[-0.05002832],[0],[0.]
4,0.013557115569710732,[-0.1411161],[0],[0.]
5,0.04902542382478714,[-0.26943645],[0],[1.]
5,0.005854934453964233,[0.375512],[1],[1.]
5,0.026269633322954178,[-0.06068994],[0],[1.]
5,0.025871258229017258,[-0.05582239],[0],[1.]
5,0.00490886066108942,[0.4222095],[1],[1.]
5,0.008409084752202034,[-0.27701962],[0],[0.]
5,0.026325104758143425,[-0.06136299],[0],[1.]
5,0.01278470829129219,[-0.15821081],[0],[0.]
6,0.03579371050000191,[-0.16163486],[0],[1.]
6,0.003698042593896389,[0.49569398],[1],[1.]
6,0.024636980146169662,[-0.04032116],[0],[1.]
6,0.008193506859242916,[0.28420728],[1],[1.]
6,0.00831450056284666,[-0.28015262],[0],[0.]
6,0.009928020648658276,[-0.23058951],[0],[0.]
6,0.018458139151334763,[-0.04914086],[0],[0.]
6,0.017332788556814194,[-0.06818024],[0],[0.]
7,0.011884551495313644,[-0.17932232],[0],[0.]
7,0.02741466835141182,[-0.07433772],[0],[1.]
7,0.015288019552826881,[-0.10572231],[0],[0.]
7,0.010345729999244213,[-0.21893492],[0],[0.]
7,0.009245576336979866,[0.25060505],[1],[1.]
7,0.0057531739585101604,[0.38019264],[1],[1.]
7,0.010043633170425892,[-0.22732055],[0],[0.]
7,0.011654281988739967,[-0.18494967],[0],[0.]
8,0.030987808480858803,[-0.11400513],[0],[1.]
8,0.03220982477068901,[-0.12667951],[0],[1.]
8,0.003542113583534956,[0.50671107],[1],[1.]
8,0.009535958990454674,[-0.24193251],[0],[0.]
8,0.018239229917526245,[0.05276364],[1],[1.]
8,0.009772365912795067,[-0.23504427],[0],[0.]
8,0.01677636243402958,[0.0779956],[1],[1.]
8,0.009062212891876698,[0.25620678],[1],[1.]
9,0.0036350020673125982,[0.500096],[1],[1.]
9,0.00878017395734787,[-0.26502454],[0],[0.]
9,0.011644304729998112,[-0.18519579],[0],[0.]
9,0.018528472632169724,[-0.04798489],[0],[0.]
9,0.010942616499960423,[-0.20298634],[0],[0.]
9,0.005020780023187399,[-0.41627944],[0],[0.]
9,0.007800736464560032,[0.29774934],[1],[1.]
9,0.012658188119530678,[0.16109703],[1],[1.]
10,0.0038633046206086874,[0.48447117],[1],[1.]
10,0.012945088557898998,[-0.15458769],[0],[0.]
10,0.002041812986135483,[0.64420986],[1],[1.]
10,0.01160053163766861,[-0.18627751],[0],[0.]
10,0.018235357478260994,[0.05282801],[1],[1.]
10,0.011161812581121922,[-0.19732295],[0],[0.]
10,0.011651803739368916,[-0.18501078],[0],[0.]
10,0.0065500796772539616,[-0.34537113],[0],[0.]
11,0.009250025264918804,[-0.25047022],[0],[0.]
11,0.019459407776594162,[-0.03303177],[0],[0.]
11,0.01176553126424551,[-0.18221875],[0],[0.]
11,0.011105919256806374,[-0.19875766],[0],[0.]
11,0.007812166586518288,[0.29734677],[1],[1.]
11,0.014617699198424816,[-0.11898987],[0],[0.]
11,0.014371165074408054,[-0.12400405],[0],[0.]
11,0.0020131878554821014,[0.64765626],[1],[1.]
12,0.03946194425225258,[0.19447908],[1],[0.]
12,0.01656840369105339,[-0.08173714],[0],[0.]
12,0.0143668781965971,[-0.12409202],[0],[0.]
12,0.011627063155174255,[-0.18562143],[0],[0.]
12,0.029361428692936897,[0.09646129],[1],[0.]
12,0.015328182838857174,[-0.10494383],[0],[0.]
12,0.024542059749364853,[0.03910161],[1],[0.]
12,0.034541644155979156,[0.14977336],[1],[0.]
13,0.019535955041646957,[0.03183014],[1],[1.]
13,0.007535388693213463,[-0.30724835],[0],[0.]
13,0.006445981562137604,[-0.34969553],[0],[0.]
13,0.002919337945058942,[0.5556719],[1],[1.]
13,0.009891226887702942,[0.23163684],[1],[1.]
13,0.005474016070365906,[-0.39342836],[0],[0.]
13,0.003308691084384918,[0.52406263],[1],[1.]
13,0.006298984866589308,[-0.35591018],[0],[0.]
14,0.01796822063624859,[0.05730164],[1],[1.]
14,0.02037202939391136,[0.01896413],[1],[1.]
14,0.0031109678093343973,[0.53966105],[1],[1.]
14,0.003924050368368626,[-0.48045608],[0],[0.]
14,0.002810670295730233,[0.5651853],[1],[1.]
14,0.004429367370903492,[-0.44909233],[0],[0.]
14,0.012860825285315514,[-0.1564863],[0],[0.]
14,0.027761776000261307,[-0.07837844],[0],[1.]
15,0.0030135908164083958,[-0.54768014],[0],[0.]
15,0.002294853562489152,[0.6155481],[1],[1.]
15,0.04558391869068146,[-0.24399109],[0],[1.]
15,0.0059142932295799255,[0.3728155],[1],[1.]
15,0.004992068745195866,[-0.41778904],[0],[0.]
15,0.009841063991189003,[0.23307052],[1],[1.]
15,0.004474805202335119,[0.44643408],[1],[1.]
15,0.005768521223217249,[-0.37948203],[0],[0.]
16,0.035968318581581116,[-0.16326106],[0],[1.]
16,0.003527000080794096,[0.5078025],[1],[1.]
16,0.003003598190844059,[-0.54851633],[0],[0.]
16,0.03855537623167038,[-0.18660854],[0],[1.]
16,0.002429670188575983,[0.6014492],[1],[1.]
0,0.01563802920281887,[0.09899604],[1],[1.]
0,0.012161320075392723,[0.17268519],[1],[1.]
0,0.003956427797675133,[-0.47833905],[0],[0.]
0,0.00293715693987906,[-0.55414295],[0],[0.]
0,0.0012614727020263672,[0.75979805],[1],[1.]
